gender,age,married,dependents,number_of_dependents,city,latitude,longitude,population,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,churn_label,ibm_spss_churn_prob,cltv,churn_category,churn_reason,new_customer
0,23,0,0,0,Burbank,34.188339,-118.300942,18112,0,0,46,,1,43.04,0,1,Fiber Optic,71,1,1,0,1,1,1,1,1,One Year,1,Bank Withdrawal,105.2,4822.85,0.0,0,1979.84,6802.6900000000005,2,1,91,3322,Other,Don't know,0
1,59,0,0,0,Los Angeles,34.099869,-118.326843,30568,0,0,8,,1,35.53,0,1,Cable,5,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,45.15,438.4,0.0,0,284.24,722.64,2,1,91,3721,Other,Don't know,0
1,62,1,0,0,Valley Village,34.165783,-118.399795,27453,1,1,31,,1,2.12,1,1,Fiber Optic,17,0,1,1,0,1,0,0,0,Month-to-Month,0,Bank Withdrawal,93.8,3019.5,0.0,50,65.72,3135.22,1,1,79,4115,Other,Don't know,0
1,45,0,0,0,Claremont,34.127621,-117.717863,34716,0,0,32,,1,25.21,0,1,Fiber Optic,26,0,0,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,96.2,3183.4,0.0,0,806.72,3990.12,3,1,93,3606,Attitude,Attitude of support person,0
0,20,0,0,0,Covina,34.097345,-117.906736,33817,0,0,1,Offer E,1,21.72,0,1,Fiber Optic,52,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,79.6,79.6,0.0,0,21.72,101.32,2,1,94,3108,Other,Deceased,0
1,49,0,0,0,El Monte,34.079934,-118.046695,30211,0,0,20,Offer D,1,1.36,1,1,Fiber Optic,25,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,85.25,1734.5,0.0,0,27.200000000000003,1761.7,2,1,92,2414,Other,Moved,0
1,34,0,0,0,Glendora,34.14649,-117.849815,24973,0,0,26,,1,24.16,1,1,Fiber Optic,22,0,0,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80.5,2088.8,0.0,0,628.16,2716.96,3,1,72,2729,Other,Moved,0
1,61,0,0,0,Rowland Heights,33.976753,-117.897367,46342,0,0,1,Offer E,1,43.03,0,1,DSL,3,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,50.75,50.75,0.0,0,43.03,93.78,2,1,93,5355,Competitor,Competitor had better devices,0
0,57,1,0,0,Mira Loma,33.999992,-117.535395,18980,1,1,14,Offer D,1,7.62,0,1,Fiber Optic,3,0,1,0,1,0,1,1,0,Month-to-Month,1,Credit Card,89.65,1208.35,0.0,120,106.68,1435.03,1,1,91,2504,Competitor,Competitor had better devices,0
1,25,0,0,0,Pomona,34.083086,-117.737997,46626,0,0,36,,1,26.51,0,1,Cable,85,0,1,0,1,0,1,1,1,One Year,1,Credit Card,65.4,2498.4,0.0,0,954.36,3452.76,1,1,71,5220,Other,Don't know,0
0,50,0,1,2,San Dimas,34.102119,-117.815532,33878,0,0,9,,1,35.49,0,1,Cable,11,0,0,1,1,1,1,1,1,Month-to-Month,1,Credit Card,72.9,651.4,0.0,0,319.41,970.81,1,1,65,3585,Competitor,Competitor made better offer,0
1,25,0,0,0,Walnut,34.018354,-117.85492,45118,0,0,5,,0,0.0,0,1,Cable,59,1,0,1,1,0,0,1,1,Month-to-Month,0,Credit Card,40.0,223.45,0.0,0,0.0,223.45,1,1,80,3125,Competitor,Competitor had better devices,0
0,40,0,0,0,Alhambra,34.074736,-118.145959,30635,0,0,2,,1,36.81,0,1,Fiber Optic,16,1,1,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,86.25,181.65,0.0,0,73.62,255.27,2,1,94,3529,Competitor,Competitor offered higher download speeds,0
0,43,0,0,0,Alpine,32.827184,-116.703729,16486,0,0,1,,1,36.99,0,1,Cable,22,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.65,45.65,0.0,0,36.99,82.64,2,1,78,4689,Competitor,Competitor offered higher download speeds,0
1,30,0,0,0,Bonita,32.67117,-117.00232,17389,0,0,8,,1,13.04,0,1,Fiber Optic,85,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,70.1,551.35,0.0,10,104.32,665.6700000000001,1,1,75,2899,Competitor,Competitor offered higher download speeds,0
0,19,0,0,0,Chula Vista,32.636792,-117.054989,74025,0,0,3,,1,1.24,0,1,DSL,52,1,1,0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,55.35,165.2,0.0,0,3.72,168.92,2,1,65,5787,Competitor,Competitor offered more data,0
1,34,0,0,0,Guatay,32.857946,-116.561917,796,0,0,2,,1,19.52,0,1,Cable,16,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,45.85,81.0,0.0,0,39.04,120.04,1,1,81,3843,Competitor,Competitor made better offer,0
1,64,0,0,0,La Mesa,32.782501,-117.01611,24005,0,0,39,Offer C,1,36.17,1,1,Fiber Optic,5,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,75.25,3017.65,0.0,0,1410.63,4428.280000000001,3,1,96,4696,Competitor,Competitor made better offer,0
0,24,0,0,0,Mount Laguna,32.830852,-116.444601,81,0,0,12,Offer D,1,30.54,1,1,Fiber Optic,47,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.15,1164.3,0.0,0,366.48,1530.78,2,1,96,3682,Price,Price too high,0
0,53,1,1,3,Carlsbad,33.098018,-117.258203,43161,0,0,2,,0,0.0,0,1,DSL,52,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,24.4,36.55,0.0,0,0.0,36.55,3,1,91,2635,Dissatisfaction,Lack of self-service on Website,0
0,36,0,0,0,Fallbrook,33.362575,-117.299644,42239,0,0,4,,1,2.01,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.95,85.5,0.0,0,8.04,93.54,1,1,85,5822,Competitor,Competitor made better offer,0
1,37,0,0,0,Oceanside,33.254497,-117.285879,46893,0,0,9,,1,8.91,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.25,178.5,0.0,0,80.19,258.69,1,1,91,3361,Attitude,Attitude of support person,0
0,38,0,0,0,San Diego,32.774046,-117.142454,11650,0,0,9,,1,15.62,0,1,DSL,2,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,45.15,416.45,0.0,0,140.57999999999998,557.03,1,1,73,3757,Dissatisfaction,Product dissatisfaction,0
0,59,1,0,0,San Diego,32.697098,-117.116587,47431,1,1,50,,1,35.33,1,1,Fiber Optic,17,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,84.4,4116.15,0.0,0,1766.5,5882.65,1,1,80,5135,Competitor,Competitor had better devices,0
0,36,0,0,0,Coronado,32.68674,-117.186612,24093,0,0,1,,1,5.94,1,1,Fiber Optic,8,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.1,75.1,0.0,0,5.94,81.03999999999999,2,1,83,4335,Dissatisfaction,Lack of self-service on Website,0
0,50,1,0,0,San Diego,32.802959,-117.027095,21866,1,1,54,,1,42.1,1,1,DSL,12,0,0,0,0,1,1,1,1,One Year,1,Credit Card,70.15,3715.65,0.0,0,2273.4,5989.05,3,1,95,4596,Dissatisfaction,Network reliability,0
1,64,0,0,0,San Diego,32.807867,-117.060993,25569,0,0,42,,1,18.79,1,1,Fiber Optic,16,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,101.75,4273.45,0.0,0,789.18,5062.63,2,1,66,5545,Other,Don't know,0
0,41,0,0,0,San Diego,32.898613,-117.202937,4258,0,0,1,Offer E,1,22.11,0,1,DSL,18,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,45.8,45.8,0.0,10,22.11,77.91,1,1,78,5973,Competitor,Competitor made better offer,0
1,63,0,0,0,San Diego,33.017518,-117.118456,20046,0,0,1,Offer E,1,40.83,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.1,20.1,0.0,0,40.83,60.93,3,1,95,4933,Price,Long distance charges,0
1,64,1,0,0,San Diego,33.000269,-117.072093,42733,1,2,9,Offer E,0,0.0,0,1,DSL,26,0,0,0,1,1,0,0,1,Month-to-Month,0,Mailed Check,40.65,328.95,0.0,0,0.0,328.95,1,1,91,4800,Competitor,Competitor had better devices,0
1,62,0,0,0,San Diego,32.957195,-117.202542,28201,0,0,1,Offer E,1,38.66,0,1,Fiber Optic,18,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.1,69.1,0.0,0,38.66,107.76,1,1,82,5795,Competitor,Competitor made better offer,0
0,25,0,0,0,San Ysidro,32.555828,-117.040073,28488,0,0,13,Offer D,1,6.03,1,1,Fiber Optic,48,0,0,0,0,0,0,1,1,Month-to-Month,1,Mailed Check,75.0,999.45,0.0,0,78.39,1077.84,2,1,68,2189,Competitor,Competitor offered higher download speeds,0
1,56,1,0,0,Indio,33.713891,-116.237257,56307,1,1,19,,1,43.95,0,1,Fiber Optic,20,0,1,0,1,1,1,1,1,One Year,0,Bank Withdrawal,100.0,1888.65,0.0,0,835.0500000000001,2723.7000000000003,2,1,71,2608,Competitor,Competitor offered more data,0
0,25,0,0,0,Palm Desert,33.762759,-116.324817,19702,0,0,24,Offer C,0,0.0,0,1,DSL,52,0,1,1,0,1,1,1,1,Month-to-Month,1,Credit Card,54.15,1240.25,0.0,0,0.0,1240.25,1,1,95,5153,Competitor,Competitor had better devices,0
0,59,1,0,0,Brawley,33.03933,-115.191857,23394,1,1,67,,1,32.15,1,1,Fiber Optic,28,1,0,1,1,1,1,1,1,Two Year,1,Credit Card,108.75,7156.2,0.0,0,2154.05,9310.25,1,1,90,5516,Competitor,Competitor had better devices,0
0,59,1,0,0,Calexico,32.690654,-115.431225,27804,1,1,6,Offer E,1,6.94,0,1,DSL,28,0,0,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.15,270.8,0.0,0,41.64,312.44,1,1,86,5271,Competitor,Competitor had better devices,0
1,30,0,1,3,Desert Center,33.889605,-115.257009,964,0,0,20,,1,22.78,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,19.4,374.5,0.0,0,455.6,830.1,2,1,86,3785,Attitude,Attitude of support person,0
0,36,1,0,0,Palm Springs,33.839989,-116.659215,24924,1,1,11,,1,7.89,1,1,Fiber Optic,10,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,102.0,1145.35,0.0,0,86.78999999999999,1232.14,1,1,88,5750,Competitor,Competitor offered more data,0
0,60,0,0,0,Rancho Mirage,33.763678,-116.429928,12465,0,0,2,Offer E,1,24.71,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Mailed Check,20.65,38.7,0.0,0,49.42,88.12,2,1,83,3845,Attitude,Attitude of support person,0
0,23,0,0,0,Thousand Palms,33.849263,-116.382778,6242,0,0,1,Offer E,1,30.6,0,1,Fiber Optic,27,0,0,0,0,0,0,1,1,Month-to-Month,1,Mailed Check,70.8,70.8,0.0,0,30.6,101.4,3,1,73,3901,Competitor,Competitor made better offer,0
1,37,0,0,0,Escondido,33.141265,-116.967221,48690,0,0,16,,1,11.96,1,1,Fiber Optic,18,0,0,0,1,0,1,1,1,Month-to-Month,1,Credit Card,89.05,1448.6,0.0,0,191.36,1639.96,3,1,87,5953,Competitor,Competitor made better offer,0
0,48,0,0,0,Twentynine Palms,34.457829,-116.139589,14104,0,0,3,Offer E,1,9.95,1,1,Fiber Optic,13,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,96.6,291.9,0.0,0,29.85,321.75,1,1,72,3260,Price,Price too high,0
0,47,1,0,0,White Water,33.972293,-116.654195,805,1,1,57,,1,40.13,1,1,Fiber Optic,25,0,1,1,0,1,1,1,1,Month-to-Month,1,Credit Card,104.5,5921.35,0.0,0,2287.4100000000003,8208.76,1,1,80,4471,Dissatisfaction,Product dissatisfaction,0
0,54,0,0,0,Fallbrook,33.362575,-117.299644,42239,0,0,5,Offer E,1,37.1,1,1,Cable,2,0,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,50.6,249.95,0.0,20,185.5,455.45,2,1,94,2353,Competitor,Competitor made better offer,0
1,40,0,1,1,Big Bear City,34.278967,-116.773825,9899,0,0,4,Offer E,1,26.04,0,1,DSL,27,1,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,49.35,219.65,0.0,0,104.16,323.81,1,1,83,5858,Dissatisfaction,Lack of self-service on Website,0
1,22,0,0,0,Bloomington,34.059722,-117.39104,25995,0,0,7,Offer E,1,12.05,0,1,Fiber Optic,69,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,94.25,669.0,0.0,0,84.35000000000001,753.35,3,1,91,5267,Dissatisfaction,Network reliability,0
0,64,1,0,0,Calimesa,33.982787,-117.057627,7334,1,1,1,Offer E,1,21.65,0,1,Fiber Optic,13,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,68.95,68.95,0.0,0,21.65,90.6,2,1,75,5644,Dissatisfaction,Limited range of services,0
1,62,0,0,0,Fontana,34.136367,-117.460803,54586,0,0,4,,1,42.44,1,1,Fiber Optic,29,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.05,318.9,0.0,0,169.76,488.66,1,1,75,3685,Price,Long distance charges,0
1,44,0,0,0,Fontana,34.049671,-117.468896,29847,0,0,1,,0,0.0,0,1,Cable,2,0,0,0,0,0,0,0,1,Month-to-Month,1,Mailed Check,24.45,24.45,0.0,0,0.0,24.45,3,1,65,2121,Price,Extra data charges,0
1,35,0,0,0,Green Valley Lake,34.244411,-117.072654,317,0,0,7,,1,36.84,1,1,Fiber Optic,17,0,0,1,0,1,0,0,0,Month-to-Month,1,Credit Card,89.35,631.85,0.0,60,257.88,949.73,1,1,91,4154,Price,Price too high,0
1,60,1,0,0,Hinkley,34.983808,-117.239306,1933,1,3,4,,1,32.43,0,1,Fiber Optic,13,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,80.35,307.4,0.0,0,129.72,437.12,1,1,65,4167,Dissatisfaction,Product dissatisfaction,0
1,24,0,0,0,Temecula,33.507255,-117.029473,46171,0,0,1,,1,31.34,0,1,Fiber Optic,52,0,0,0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,79.05,79.05,0.0,0,31.34,110.39,1,1,80,3555,Competitor,Competitor made better offer,0
1,42,1,0,0,Oro Grande,34.647959,-117.296957,909,1,1,1,,1,12.04,0,1,Cable,5,1,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,95.0,95.0,0.0,0,12.04,107.04,1,1,82,4489,Dissatisfaction,Network reliability,0
0,29,0,0,0,Phelan,34.441123,-117.537886,12463,0,0,1,,0,0.0,0,1,DSL,73,0,0,0,0,0,0,1,1,Month-to-Month,0,Mailed Check,25.2,25.2,0.0,0,0.0,25.2,2,1,82,3196,Other,Don't know,0
1,34,1,0,0,San Bernardino,34.105935,-117.2914,1779,1,1,54,,1,42.09,0,1,Fiber Optic,9,1,1,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,109.75,6110.2,0.0,0,2272.86,8383.06,2,1,90,6274,Competitor,Competitor had better devices,0
1,56,0,0,0,San Bernardino,34.142747,-117.300864,24644,0,0,2,,1,15.79,0,0,,0,0,0,0,0,0,0,0,0,One Year,0,Credit Card,19.3,28.3,0.0,0,31.58,59.88,3,1,94,2279,Price,Long distance charges,0
0,33,0,0,0,Riverside,33.890046,-117.455583,71678,0,0,15,,1,9.71,1,1,DSL,26,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.1,679.55,0.0,0,145.65,825.1999999999999,1,1,86,5209,Competitor,Competitor had better devices,0
0,29,0,0,0,Riverside,33.930931,-117.361788,42425,0,0,31,Offer C,1,31.14,1,1,Cable,52,1,0,1,1,0,0,0,0,Month-to-Month,0,Credit Card,65.25,1994.3,0.0,120,965.34,3079.6400000000003,1,1,68,4403,Competitor,Competitor offered higher download speeds,0
1,46,1,0,0,March Air Reserve Base,33.888323,-117.277533,1005,1,9,61,Offer B,1,26.94,1,1,Fiber Optic,11,0,1,0,1,1,0,0,1,Two Year,1,Bank Withdrawal,94.1,5638.3,0.0,0,1643.34,7281.64,3,1,71,6295,Competitor,Competitor offered more data,0
1,51,1,0,0,Anza,33.527605,-116.666551,3745,1,2,24,Offer C,1,3.0,1,1,Fiber Optic,15,0,1,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,104.65,2542.45,0.0,0,72.0,2614.45,3,1,72,4734,Competitor,Competitor made better offer,0
0,44,0,0,0,Moreno Valley,33.907361,-117.109972,12743,0,0,3,,1,35.54,1,1,Fiber Optic,27,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.25,210.3,0.0,0,106.62,316.92,3,1,94,3207,Competitor,Competitor made better offer,0
1,57,1,0,0,Temecula,33.540604,-117.10909,25655,1,1,4,,1,28.22,1,1,Fiber Optic,10,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.2,420.2,0.0,0,112.88,533.0799999999999,2,1,82,2650,Dissatisfaction,Service dissatisfaction,0
0,46,1,0,0,Irvine,33.720359,-117.733655,2762,1,1,57,Offer B,1,36.65,0,1,DSL,7,1,0,0,0,1,1,1,1,One Year,1,Bank Withdrawal,70.1,3913.3,0.0,0,2089.05,6002.35,1,1,81,4669,Dissatisfaction,Network reliability,0
0,29,0,0,0,Foothill Ranch,33.698728,-117.67768,10936,0,0,4,,1,43.45,0,1,Fiber Optic,52,0,1,1,1,1,1,1,1,One Year,1,Bank Withdrawal,105.65,443.9,0.0,0,173.8,617.7,2,1,66,4663,Dissatisfaction,Limited range of services,0
0,27,0,0,0,Costa Mesa,33.678591,-117.905471,48207,0,0,35,Offer C,1,8.8,1,1,Cable,46,1,0,1,1,1,1,1,0,One Year,1,Credit Card,85.95,3110.1,0.0,0,308.0,3418.1,1,1,91,3833,Price,Extra data charges,0
1,50,0,0,0,Costa Mesa,33.645672,-117.922613,62069,0,0,4,Offer E,1,33.65,0,1,Fiber Optic,30,0,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.9,280.85,0.0,0,134.6,415.4500000000001,1,1,71,4479,Competitor,Competitor had better devices,0
0,39,1,0,0,Huntington Beach,33.723579,-118.005441,58764,1,1,58,Offer B,1,27.99,1,1,Fiber Optic,24,1,1,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,109.45,6144.55,0.0,0,1623.4199999999998,7767.97,1,1,89,6424,Dissatisfaction,Product dissatisfaction,0
0,21,0,0,0,Silverado,33.782346,-117.635263,1859,0,0,30,Offer C,1,11.73,1,1,Fiber Optic,82,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.2,2983.8,0.0,0,351.90000000000003,3335.7000000000003,1,1,90,3598,Dissatisfaction,Service dissatisfaction,0
0,32,1,0,0,Rancho Santa Margarita,33.624654,-117.611733,42193,1,1,21,,1,5.07,0,1,Fiber Optic,26,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.05,1565.7,0.0,0,106.47,1672.17,3,1,91,5630,Dissatisfaction,Lack of self-service on Website,0
1,57,0,0,0,Ladera Ranch,33.569186,-117.640055,350,0,0,3,Offer E,1,21.86,1,1,Fiber Optic,6,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,101.55,298.35,0.0,0,65.58,363.93,3,1,73,4480,Dissatisfaction,Network reliability,0
0,30,1,0,0,Santa Ana,33.714829,-117.872941,62634,1,1,21,,0,0.0,0,1,Cable,69,1,0,1,0,1,1,1,0,One Year,1,Bank Withdrawal,55.95,1157.05,0.0,10,0.0,1167.05,1,1,74,5531,Attitude,Attitude of service provider,0
1,36,0,0,0,Tustin,33.735802,-117.818805,55062,0,0,1,,1,24.24,0,1,DSL,28,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,45.75,45.75,0.0,0,24.24,69.99,1,1,90,3531,Attitude,Attitude of support person,0
1,41,0,0,0,Anaheim,33.850452,-117.726668,19629,0,0,11,,1,25.24,0,1,Fiber Optic,29,0,1,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,74.95,815.5,0.0,0,277.64,1093.14,1,1,76,4251,Attitude,Attitude of support person,0
0,53,0,0,0,Brea,33.930199,-117.862898,34055,0,0,1,Offer E,1,4.67,0,1,Fiber Optic,11,0,0,0,0,0,1,1,1,Month-to-Month,0,Credit Card,80.15,80.15,0.0,0,4.67,84.82000000000001,1,1,72,3947,Attitude,Attitude of support person,0
0,57,1,0,0,Fullerton,33.879983,-117.895482,34592,1,1,72,,1,31.13,1,1,Fiber Optic,11,0,1,1,1,1,1,1,1,One Year,1,Bank Withdrawal,109.25,8109.8,0.0,0,2241.36,10351.16,1,1,90,4261,Competitor,Competitor had better devices,0
0,20,0,0,0,Orange,33.792791,-117.789749,37916,0,0,3,Offer E,0,0.0,0,1,DSL,30,0,0,0,0,1,0,0,1,Month-to-Month,0,Credit Card,35.2,108.95,0.0,0,0.0,108.95,1,1,91,5450,Competitor,Competitor had better devices,0
0,55,1,0,0,Placentia,33.881158,-117.854783,48170,1,1,1,Offer E,1,28.04,0,1,Fiber Optic,30,0,0,0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,78.8,78.8,0.0,0,28.04,106.84,3,1,87,5075,Attitude,Attitude of service provider,0
0,42,0,0,0,Corona,33.819385,-117.600213,60294,0,0,47,Offer B,1,35.97,1,1,Fiber Optic,25,0,1,1,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,106.4,5127.95,0.0,0,1690.59,6818.54,1,1,91,4804,Competitor,Competitor had better devices,0
1,31,0,0,0,Corona,33.762351,-117.488725,13188,0,0,18,,1,20.86,0,1,DSL,3,1,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,49.4,874.8,0.0,0,375.48,1250.28,1,1,75,4028,Other,Deceased,0
1,63,1,0,0,Camarillo,34.205504,-118.993111,24945,1,1,20,,1,49.69,0,1,Fiber Optic,10,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,90.2,1776.55,0.0,0,993.8,2770.35,1,1,85,2058,Other,Moved,0
0,42,0,0,0,Carpinteria,34.441398,-119.513163,17409,0,0,6,Offer E,1,43.8,1,1,Fiber Optic,5,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,93.55,536.4,0.0,0,262.79999999999995,799.1999999999999,2,1,71,5617,Other,Moved,0
1,64,0,0,0,Ojai,34.581308,-118.931948,21633,0,0,1,,1,14.91,0,1,Fiber Optic,21,0,0,0,0,0,1,1,1,Month-to-Month,1,Credit Card,80.85,80.85,0.0,0,14.91,95.76,1,1,77,3096,Competitor,Competitor had better devices,0
0,41,1,0,0,Oxnard,34.223244,-119.18012,79736,1,1,48,Offer B,1,23.95,1,1,Fiber Optic,30,0,0,0,0,0,1,1,1,One Year,1,Mailed Check,82.05,4029.95,0.0,0,1149.6,5179.549999999999,2,1,93,3365,Competitor,Competitor offered higher download speeds,0
1,41,1,0,0,Piru,34.432843,-118.730106,1459,1,1,3,Offer E,1,37.61,0,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.55,51.15,0.0,0,112.83,163.98,1,1,90,4115,Attitude,Attitude of support person,0
0,41,0,0,0,Santa Barbara,34.437945,-119.77191,15757,0,0,1,Offer E,1,46.09,0,1,Fiber Optic,10,0,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,78.65,78.65,0.0,0,46.09,124.74,1,1,81,2728,Competitor,Competitor had better devices,0
1,47,0,0,0,Alpaugh,35.869626,-119.498771,1054,0,0,1,Offer E,1,4.02,0,1,Cable,11,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,42.9,42.9,0.0,0,4.02,46.92,1,1,87,4895,Competitor,Competitor had better devices,0
0,26,0,0,0,Avenal,35.916943,-120.129921,14697,0,0,3,Offer E,0,0.0,0,1,Cable,52,1,0,0,1,0,0,0,1,Month-to-Month,0,Mailed Check,34.25,139.35,0.0,0,0.0,139.35,1,1,88,2802,Competitor,Competitor offered higher download speeds,0
0,30,0,0,0,Bodfish,35.523991,-118.400432,1954,0,0,9,Offer E,0,0.0,0,1,Cable,48,1,0,1,1,1,1,1,1,Month-to-Month,0,Mailed Check,58.5,539.85,0.0,0,0.0,539.85,1,1,95,3032,Competitor,Competitor offered higher download speeds,0
0,23,1,0,0,Frazier Park,34.907911,-119.234281,1526,1,1,6,Offer E,1,27.44,1,1,Fiber Optic,58,0,1,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,105.3,545.2,0.0,0,164.64,709.84,1,1,90,4163,Competitor,Competitor offered more data,0
1,32,1,0,0,Fellows,35.215731,-119.57013,626,1,1,16,,1,17.96,1,1,Fiber Optic,30,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.85,1284.2,0.0,0,287.36,1571.56,1,1,77,3226,Other,Don't know,0
0,61,0,0,0,Lemoore,36.303666,-119.825657,30419,0,0,25,Offer C,1,19.75,1,0,,0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,24.75,692.1,0.0,0,493.75,1185.85,3,1,94,4931,Competitor,Competitor made better offer,0
0,31,0,0,0,Temecula,33.507255,-117.029473,46171,0,0,4,Offer E,0,0.0,0,1,DSL,9,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,24.45,86.6,0.0,0,0.0,86.6,1,1,70,4909,Competitor,Competitor made better offer,0
1,33,0,0,0,Porterville,36.008958,-118.891593,65566,0,0,28,Offer C,1,30.48,1,1,Fiber Optic,13,0,1,1,0,1,1,1,0,Month-to-Month,1,Bank Withdrawal,105.7,2979.5,0.0,80,853.44,3912.94,3,1,72,2464,Dissatisfaction,Service dissatisfaction,0
1,64,0,0,0,Sequoia National Park,36.527243,-118.594938,56,0,0,1,Offer E,0,0.0,0,1,DSL,7,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,24.25,24.25,0.0,0,0.0,24.25,1,1,85,2846,Dissatisfaction,Lack of self-service on Website,0
0,48,0,0,0,Strathmore,36.141319,-119.129075,5689,0,0,11,,1,15.6,1,1,Fiber Optic,4,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.5,837.95,0.0,0,171.6,1009.55,3,1,76,2291,Dissatisfaction,Network reliability,0
0,47,0,0,0,Temecula,33.507255,-117.029473,46171,0,0,4,Offer E,1,7.39,1,1,Fiber Optic,4,0,1,0,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,93.5,362.2,0.0,0,29.56,391.76,2,1,73,4554,Competitor,Competitor made better offer,0
1,60,0,0,0,Wasco,35.652242,-119.4464,22760,0,0,28,Offer C,1,44.28,0,1,Fiber Optic,5,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.9,2068.55,0.0,0,1239.84,3308.3900000000003,1,1,91,5392,Price,Long distance charges,0
1,21,0,0,0,Bakersfield,35.449881,-118.841442,53481,0,0,1,,1,20.26,1,0,,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,24.05,24.05,0.0,0,20.26,44.31,2,1,67,3162,Price,Price too high,0
