gender,age,married,number_of_dependents,latitude,longitude,number_of_referrals,phone_service,multiple_lines,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,unlimited_data,paperless_billing,total_refunds,total_extra_data_charges,total_long_distance_charges,satisfaction_score,churn,cltv,corr_total_charges,contract_one_year,contract_two_year,payment_method_credit_card,payment_method_mailed_check,offer_offer_b,offer_offer_c,offer_offer_d,offer_offer_e,offer_nan,internet_type_dsl,internet_type_fiber_optic,internet_type_nan,streaming_music_or_movies
0,75,0,0,33.849263,-116.382778,0,0,0,24,0,0,0,0,1,1,1,0.0,0.0,0.0,5,0,4611,131.525,0,0,0,0,0,0,0,0,1,1,0,0,1
1,67,1,0,34.457829,-116.139589,2,1,1,23,1,1,0,0,0,1,0,0.0,0.0,0.1505985947347788,4,0,4212,552.6833333333333,1,0,1,0,0,0,0,0,1,0,0,0,0
1,37,0,0,33.964131,-118.272783,0,1,0,21,1,1,0,0,0,1,1,0.0,0.0,0.19361997226074895,1,1,3239,21.630000000000003,0,0,1,0,0,0,0,0,1,1,0,0,0
0,19,0,2,34.059281,-118.30742,0,1,0,51,0,0,0,0,0,1,1,0.0,0.0,0.12027695351137487,2,1,2701,50.550000000000004,0,0,0,0,0,0,0,0,1,0,1,0,0
0,31,0,2,34.048013,-118.293953,0,1,1,26,0,0,1,0,1,1,1,0.0,0.0,0.11846435100548447,3,1,5372,164.1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,23,1,3,34.062125,-118.315709,0,1,1,47,0,0,1,1,1,1,1,0.0,0.0,0.04495001723543605,3,1,5003,507.675,0,0,0,0,0,1,0,0,0,0,1,0,1
1,38,0,1,34.039224,-118.266293,0,1,1,11,0,1,1,0,1,1,1,0.0,0.0,0.4313027420924091,1,1,5340,839.3833333333333,0,0,0,0,0,0,0,0,1,0,1,0,1
0,21,1,0,32.898613,-117.202937,6,1,0,69,0,0,1,1,0,1,0,0.0,0.0,0.17810163717232894,1,1,5925,105.67,0,0,1,0,0,0,0,0,1,0,0,0,0
1,29,0,0,34.066303,-118.435479,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6665012406947892,1,1,4832,20.15,0,0,1,0,0,0,0,0,1,0,0,1,0
1,61,1,1,34.099869,-118.326843,1,1,1,16,0,1,0,0,1,1,1,0.0,0.0,0.31025551940873636,1,1,5789,949.8299999999999,0,0,0,0,0,0,0,0,1,0,1,0,1
1,27,1,0,34.089953,-118.294824,1,0,0,58,0,1,0,0,0,1,0,0.0,0.0,0.0,1,1,2915,10.066666666666666,0,0,0,0,0,0,0,0,1,1,0,0,0
0,20,0,0,34.078821,-118.177576,0,1,0,41,0,0,0,0,1,1,1,0.0,0.0,0.6306376360808709,1,1,3022,364.3666666666666,0,0,1,0,0,0,0,0,1,0,0,0,1
1,56,0,3,34.110845,-118.259595,0,1,0,58,0,0,0,0,0,1,1,0.0,0.0,0.1988008835594825,1,1,2454,105.63333333333333,0,0,0,0,0,0,0,0,1,0,1,0,0
1,51,0,1,34.137412,-118.207607,0,1,1,28,0,1,1,0,1,1,1,0.0,0.0,0.20777910826230894,2,1,2941,591.5416666666666,0,0,0,0,0,1,0,0,0,0,1,0,1
0,48,0,2,34.11572,-118.192754,0,1,1,18,0,0,1,0,1,1,1,0.0,0.0,0.27435317532115067,3,1,5674,221.08,0,0,0,0,0,0,0,0,1,0,0,0,1
0,32,0,2,33.987945,-118.370442,0,1,0,19,0,0,0,0,1,0,1,0.0,0.1387443635102324,0.08116545265348594,1,1,5586,72.075,0,0,0,0,0,0,0,0,1,0,1,0,0
0,34,0,1,33.92128,-118.274186,0,1,0,20,1,1,0,0,1,1,1,0.0,0.0,0.04164329781267526,1,1,2966,285.28000000000003,0,0,1,0,0,0,0,0,1,0,1,0,1
0,41,0,2,34.063947,-118.383001,0,1,1,29,0,0,0,0,1,1,0,0.0,0.0,0.28566929133858265,3,1,5571,214.3125,0,0,0,0,0,0,0,0,1,0,1,0,1
0,32,0,3,33.97803,-118.217141,0,1,0,57,0,0,0,0,1,1,1,0.0,0.0,0.16546943919344678,1,1,2483,26.45,0,0,0,0,0,0,0,0,1,0,1,0,0
0,34,1,5,33.923573,-118.200669,1,1,0,53,0,0,1,0,0,1,1,0.0,0.0,0.12241899778627491,1,1,3457,124.225,0,0,0,0,0,0,0,0,1,0,1,0,0
0,34,0,3,33.977468,-118.445475,0,1,1,56,1,0,0,0,0,0,1,0.0,0.08626732086051653,0.3279020865908233,1,1,5806,231.8375,0,0,0,0,0,0,0,0,1,0,1,0,0
1,30,0,0,33.956445,-118.358634,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.5046113306982871,3,1,2604,113.85,0,0,1,0,0,0,0,1,0,0,0,1,0
1,26,1,0,34.031529,-118.491156,4,1,1,47,0,1,1,1,1,1,1,0.0,0.0,0.13212556737192666,2,1,5034,1087.4071428571428,0,1,0,0,0,0,0,0,0,0,1,0,1
1,37,1,1,33.867257,-118.330794,0,1,1,27,1,1,0,0,1,1,1,0.0,0.0,0.5150508694573289,1,1,5154,873.15,0,0,0,0,0,0,0,0,1,0,1,0,0
0,62,1,2,33.976678,-118.065875,1,1,1,30,1,0,0,0,1,1,1,0.0,0.0,0.2299347203306251,2,1,5998,212.93,0,0,0,0,0,0,0,0,1,0,1,0,1
1,21,0,2,33.940619,-117.9513,0,1,1,71,0,0,0,0,0,1,1,0.038074493574384666,0.0,0.19080810280984534,1,1,4415,57.3875,0,0,0,0,0,0,0,1,0,0,1,0,1
0,27,1,0,33.391181,-118.421305,6,0,0,48,1,1,1,0,1,1,1,0.002981399527501414,0.0,0.0,1,1,4190,300.53000000000003,0,0,1,0,0,1,0,0,0,1,0,0,1
1,64,0,0,33.798266,-118.300237,0,0,0,22,0,0,0,0,0,1,1,0.0,0.0,0.0,3,1,2301,17.725,0,0,0,0,0,0,0,1,0,1,0,0,1
1,45,0,0,33.840524,-118.148403,0,1,0,3,0,0,0,0,0,1,0,0.0,0.0,1.1529846153846155,3,1,2570,27.083333333333332,0,0,0,0,0,0,0,1,0,1,0,0,0
0,53,0,0,33.736387,-118.284363,0,1,1,18,1,0,0,1,0,1,0,0.0,0.0,0.6832608888494633,1,1,2662,93.94166666666666,0,0,0,0,0,0,0,1,0,1,0,0,1
1,63,0,0,33.822295,-118.26411,0,1,0,24,0,0,0,0,0,1,1,0.0,0.0,0.30930996714129244,1,1,2600,15.216666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0
1,32,0,4,33.783047,-118.1486,0,1,1,28,0,0,0,0,1,0,0,0.055835240274599546,0.015255530129672006,0.21913043478260869,1,1,2786,218.5,0,0,1,0,0,0,0,1,0,0,0,0,1
0,26,1,1,34.196837,-118.142236,5,1,1,51,1,0,0,0,0,1,0,0.02099412817533834,0.0,0.4596979307313091,1,1,5719,318.46999999999997,0,0,0,0,0,0,0,0,1,0,1,0,1
0,42,0,1,34.1528,-118.000482,0,1,0,27,0,0,0,0,0,1,1,0.03201465201465201,0.0,0.4908424908424908,1,1,4287,91.0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,26,1,3,34.296574,-118.244839,1,1,1,53,0,0,1,1,1,1,1,0.18714991762767708,0.0,0.09481054365733113,3,1,4690,40.46666666666667,0,0,0,0,0,0,0,1,0,0,1,0,1
0,24,1,0,34.167465,-118.165327,5,1,0,73,0,0,1,0,1,1,1,0.003709851605935763,0.0,0.4305547778088877,1,1,4328,1250.05,1,0,0,0,0,0,0,0,1,0,1,0,1
0,54,0,0,34.167926,-118.267539,0,0,0,27,0,1,0,0,0,1,0,0.0,0.0,0.0,1,1,4534,9.983333333333333,0,0,0,0,0,0,0,1,0,1,0,0,0
1,51,0,2,34.136306,-118.26036,0,1,1,19,0,0,0,0,0,1,0,0.05011695465177696,0.0,0.31063155511959556,2,1,2152,165.6625,0,0,0,0,0,0,0,1,0,0,1,0,1
0,48,0,3,34.162515,-118.203869,0,1,0,76,0,1,1,0,0,1,1,0.04340394908469392,0.0,0.392227769531777,1,1,5142,222.33,0,0,0,0,0,0,0,0,1,0,1,0,0
0,29,1,0,34.182378,-118.262922,4,0,0,29,0,0,0,0,0,1,1,0.0,0.0,0.0,1,1,4851,12.4,0,0,0,0,0,0,0,1,0,1,0,0,1
1,39,1,2,34.224377,-118.632656,5,1,0,29,0,1,1,0,0,1,1,0.0,0.0,0.47548022598870054,2,1,2283,106.2,0,0,0,0,0,0,0,0,1,0,1,0,1
1,62,0,3,34.266389,-118.459744,0,1,0,21,0,0,0,0,0,1,0,0.0,0.0,0.2903629536921151,2,1,3394,26.633333333333336,0,0,0,0,0,0,0,0,1,0,1,0,1
0,43,0,1,34.502432,-118.41459,0,1,0,19,1,0,1,1,1,0,1,0.011227997622063118,0.020677712011165965,0.27845123937036365,1,1,3764,386.89,0,0,0,0,0,0,0,0,1,0,1,0,1
1,19,0,0,34.231053,-118.338307,0,1,0,41,0,0,0,0,0,1,1,0.0,0.0,1.1789349112426035,3,1,2667,28.166666666666668,0,0,1,0,0,0,0,0,1,1,0,0,1
0,39,0,2,34.364153,-118.615583,0,1,0,17,0,0,0,0,0,1,1,0.08082727780883174,0.0,0.4382336500838457,2,1,2227,89.45,0,0,0,0,0,0,0,0,1,0,1,0,0
1,50,1,0,33.362575,-117.299644,2,1,0,22,0,0,0,1,0,1,0,0.0,0.0,0.21566768887649848,2,1,3394,44.8375,0,0,1,0,0,0,0,0,1,0,0,0,0
0,22,1,0,34.17847,-118.459472,0,1,0,58,0,0,0,0,1,1,0,0.0,0.0,0.644927536231884,2,1,3638,18.400000000000002,0,0,1,0,0,0,0,0,1,1,0,0,1
1,40,0,1,34.213049,-118.317651,0,1,0,11,1,0,0,0,0,1,1,0.0,0.0,0.31737588652482274,2,1,2484,21.15,0,0,1,0,0,0,0,0,1,0,1,0,1
1,22,0,0,34.1692,-118.372498,0,1,1,73,0,1,0,0,0,1,1,0.0,0.0,0.7766871165644172,3,1,2556,22.82,0,0,1,0,0,0,0,0,1,1,0,0,1
1,37,0,0,34.084747,-117.886844,0,1,0,9,1,0,0,0,0,1,1,0.0,0.0,0.23377960865087538,1,1,5687,12.1375,0,0,1,0,0,0,0,0,1,1,0,0,0
0,47,1,0,34.079934,-118.046695,1,1,0,21,0,0,0,0,0,1,0,0.0,0.0,0.6283384301732925,1,1,5687,49.050000000000004,0,0,0,0,0,0,0,0,1,0,1,0,0
0,41,1,0,34.031441,-117.936436,3,1,0,16,0,0,0,0,0,1,1,0.0,0.0,0.7495965238982,2,1,4884,26.849999999999998,0,0,1,0,0,0,0,1,0,0,0,0,0
1,51,0,0,34.057256,-117.667677,0,1,0,0,0,0,0,0,0,0,0,0.012931975263732269,0.0,1.4288559476173153,3,1,5084,1099.6,0,1,1,0,0,0,0,0,1,0,0,1,0
1,60,0,0,34.042286,-117.756106,0,0,0,29,0,0,0,0,0,1,0,0.0,0.0,0.0,2,1,5087,12.4,0,0,0,0,0,0,0,1,0,0,0,0,0
1,30,0,0,34.067932,-117.785168,0,1,0,41,0,0,0,0,0,1,0,0.0,0.0,0.631586402266289,2,1,3338,23.53333333333333,0,0,1,0,0,0,0,1,0,0,1,0,0
1,51,1,0,34.065108,-118.082791,1,1,1,16,0,1,0,1,0,1,1,0.11311393667414608,0.0,0.5271752680129643,3,1,3676,66.85000000000001,0,0,0,0,0,0,0,1,0,0,1,0,0
0,20,1,0,34.102119,-117.815532,6,1,1,48,0,1,1,0,1,1,1,0.004906797514600389,0.0,0.09790127736739646,2,1,4839,937.475,0,0,0,0,0,0,0,0,1,0,1,0,1
1,52,1,0,34.061634,-117.893169,6,1,0,28,0,0,1,0,1,1,0,0.0057136436416753275,0.0,0.015270091856512822,3,1,4643,444.9875,0,0,1,0,0,0,0,0,1,0,1,0,1
1,41,1,0,34.074736,-118.145959,1,1,0,18,0,0,0,0,0,0,0,0.0,0.14285714285714285,0.2735714285714286,3,1,4094,35.0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,34,0,0,32.85723,-117.209774,0,1,0,17,0,0,0,0,0,1,1,0.0,0.0,1.1387230133210842,2,1,4061,145.13333333333333,0,0,1,0,0,0,0,0,1,1,0,0,0
0,21,0,0,32.85723,-117.209774,0,1,0,52,1,0,0,0,0,1,1,0.0,0.0,0.08410326086956522,1,1,2565,18.4,0,0,1,0,0,0,0,0,1,0,1,0,1
1,30,0,0,32.85723,-117.209774,0,1,0,52,0,0,0,0,1,0,1,0.08769101191192395,0.09625797136325352,0.06954638430995067,2,1,5715,207.775,0,0,0,0,0,0,0,1,0,0,1,0,0
0,55,1,0,32.85723,-117.209774,1,1,0,19,1,1,0,1,1,1,0,0.0,0.0,0.5235381622611283,1,1,2071,509.77500000000003,1,0,1,0,0,1,0,0,0,1,0,0,1
0,29,0,0,32.85723,-117.209774,0,1,1,26,0,0,0,0,0,1,1,0.025486552567237163,0.0,0.3918630806845966,3,1,2473,127.8125,0,0,0,0,0,0,0,0,1,0,1,0,1
0,54,0,0,32.85723,-117.209774,0,1,1,20,0,0,1,0,0,1,0,0.0,0.0,0.06829268292682927,1,1,2683,31.160000000000004,0,0,1,0,0,0,0,0,1,0,1,0,0
1,63,1,0,32.85723,-117.209774,1,1,1,18,0,1,1,1,0,0,1,0.0,0.017000538350381095,0.3748127579595576,3,1,4903,882.3249999999999,1,0,0,0,0,0,0,0,0,1,0,0,1
0,24,0,0,32.85723,-117.209774,0,1,1,59,0,1,1,0,1,1,1,0.0,0.0,0.11635660787629862,1,1,5250,793.3083333333334,0,1,0,0,0,0,0,0,1,0,1,0,1
1,61,1,0,32.85723,-117.209774,2,1,1,13,0,1,1,0,1,1,1,0.0,0.0,0.4670377101317583,2,1,4352,1100.5,0,0,0,0,0,0,0,0,1,0,1,0,1
0,47,0,0,32.85723,-117.209774,0,1,0,8,0,0,0,0,1,1,1,0.0,0.0,0.12520808561236624,3,1,4157,56.06666666666666,0,0,0,0,0,0,0,1,0,0,1,0,1
1,26,1,0,32.85723,-117.209774,5,1,1,19,0,1,1,0,0,1,1,0.0,0.0,0.30943802097337997,3,1,4939,61.98333333333333,0,0,0,0,0,0,0,1,0,0,1,0,1
0,40,0,0,32.85723,-117.209774,0,1,0,11,0,0,0,0,0,1,1,0.0,0.0,0.3203309692671395,3,1,3598,282.0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,54,0,0,32.85723,-117.209774,0,1,0,8,0,0,1,0,1,1,0,0.0,0.0,0.21175515176124252,3,1,5383,123.1375,0,0,0,0,0,0,0,1,0,0,1,0,1
1,22,0,0,32.85723,-117.209774,0,1,1,27,0,0,0,0,1,1,1,0.0,0.0,0.44550964187327824,1,1,3878,45.375,0,0,0,0,0,0,0,1,0,0,0,0,1
0,48,1,0,32.85723,-117.209774,1,1,1,10,0,0,1,1,1,1,1,0.0,0.0,0.08679135008766803,3,1,3642,427.75,0,0,0,0,0,1,0,0,0,0,1,0,1
1,26,0,0,32.85723,-117.209774,0,1,0,59,0,1,0,0,0,1,0,0.0,0.0,0.29180651530108587,1,1,2431,12.6625,0,0,1,0,0,0,0,1,0,1,0,0,1
1,64,0,0,32.85723,-117.209774,0,1,1,24,0,1,0,0,0,1,1,0.0,0.0,0.09422124380847552,3,1,3424,18.169999999999998,0,0,1,0,0,0,0,1,0,0,1,0,1
0,63,0,0,32.85723,-117.209774,0,1,0,14,0,1,0,0,0,1,1,0.0,0.0,0.020875834340153304,3,1,5795,631.1125,0,0,1,0,0,1,0,0,0,0,1,0,0
1,30,1,0,32.85723,-117.209774,2,1,1,26,0,0,1,0,1,1,1,0.0,0.0,0.4805068782464752,3,1,4020,1401.52,0,0,1,0,0,0,0,0,0,0,1,0,1
0,59,0,0,32.85723,-117.209774,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,1.84070351758794,3,1,3351,19.9,0,0,1,0,0,0,0,1,0,0,0,1,0
1,52,0,0,32.85723,-117.209774,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.7229591836734693,1,1,3448,19.6,0,0,1,0,0,0,0,1,0,0,0,1,0
0,23,1,0,32.790282,-115.689559,4,1,0,53,0,1,0,0,0,1,0,0.0,0.0,0.04779240478899182,1,1,3804,461.475,0,0,0,0,0,0,0,0,1,0,0,0,1
0,22,1,0,34.667815,-117.536183,3,1,0,0,0,0,0,0,0,0,1,0.0,0.0,2.3867658872774937,3,1,4221,1182.55,0,0,1,0,0,0,0,0,1,0,0,1,0
1,49,0,0,33.362575,-117.299644,0,1,0,14,0,0,0,0,0,1,1,0.0,0.0,0.2571593756022355,3,1,2887,172.96666666666667,0,0,0,0,0,0,0,0,1,1,0,0,0
0,20,0,0,34.248061,-117.29028,0,1,1,71,0,1,1,0,1,1,1,0.0,0.0,0.10036817297094483,2,1,4105,1066.075,0,0,0,0,0,0,0,0,1,0,1,0,1
0,54,0,0,34.875144,-116.821698,0,1,0,13,0,0,0,0,0,1,0,0.0,0.0,0.4281811646297628,1,1,2792,23.183333333333334,0,0,1,0,0,0,0,1,0,0,1,0,0
0,58,1,0,34.702766,-116.093376,1,1,0,13,0,0,0,0,0,1,1,0.0,0.0,0.21184500022450725,1,1,5201,742.3666666666667,0,0,0,0,0,1,0,0,0,0,1,0,1
1,21,1,0,34.508417,-116.856103,3,1,1,48,0,0,1,0,1,1,0,0.0,0.0,0.09909302928219747,1,1,4417,77.17999999999999,0,0,0,0,0,0,0,1,0,0,1,0,1
1,61,0,0,34.238162,-117.534306,0,1,1,2,0,1,0,0,1,0,1,0.0,0.014853323431117713,0.4889862606758263,1,1,2031,168.3125,0,0,0,0,0,0,0,0,1,0,1,0,1
0,60,1,0,34.441123,-117.537886,3,1,0,27,0,0,0,0,0,1,0,0.0,0.0,0.3372370123238238,1,1,4498,244.78333333333333,0,0,0,0,0,0,1,0,0,1,0,0,1
1,25,0,0,34.003243,-117.138286,0,1,0,53,0,0,0,0,0,1,1,0.0,0.0,0.8585454545454545,1,1,4877,18.333333333333332,0,0,0,0,0,0,0,0,1,0,0,0,1
0,52,1,0,34.156758,-117.404686,0,1,0,8,0,1,0,0,0,1,1,0.0,0.0,0.29330655957161983,1,1,5980,18.675,0,0,0,0,0,0,0,0,1,0,1,0,0
1,52,0,0,34.186211,-117.07683,0,1,1,20,0,1,0,0,0,1,1,0.0,0.0,0.6356164383561643,1,1,4418,372.3,0,0,0,0,0,1,0,0,0,0,1,0,0
1,61,0,0,33.362575,-117.299644,0,1,0,11,0,0,0,1,1,1,1,0.0,0.0,0.3428539920599912,1,1,4192,113.35,0,0,0,0,0,0,0,0,1,0,1,0,1
0,40,0,0,34.486835,-117.362274,0,1,0,28,0,0,0,0,0,1,0,0.0,0.0,0.07041616405307599,1,1,5671,331.59999999999997,0,0,0,0,0,0,1,0,0,0,1,0,0
0,28,1,0,34.358321,-117.618263,3,0,0,58,1,0,1,0,0,0,1,0.0,0.06526806526806526,0.0,1,1,4926,715.0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,32,1,0,34.105935,-117.2914,1,1,0,25,0,1,0,0,1,1,1,0.0,0.0,0.3802073376957577,1,1,2879,170.0125,0,0,0,0,0,0,0,0,1,0,0,0,0
1,32,0,0,34.106922,-117.297553,0,1,1,2,0,0,0,0,0,1,1,0.0,0.0,0.18856758574310695,1,1,2814,18.5875,0,0,0,0,0,0,0,0,1,0,1,0,0
0,28,1,0,33.890046,-117.455583,1,1,0,41,1,0,0,0,0,1,1,0.0,0.0,0.14045911047345766,1,1,4263,34.85,0,0,0,0,0,0,0,0,1,0,1,0,0
1,51,0,0,33.930931,-117.361788,0,0,0,16,0,1,1,0,0,1,1,0.0,0.0,0.0,3,1,3099,225.9,1,0,0,0,0,0,1,0,0,1,0,0,1
0,49,0,0,33.888323,-117.277533,0,1,1,14,1,1,1,0,0,1,1,0.0,0.0,0.1557107674916226,1,1,2538,176.92142857142858,0,0,0,0,0,0,1,0,0,0,1,0,1
1,49,1,0,33.761894,-117.120868,4,1,0,19,0,0,0,1,1,1,1,0.0,0.0,0.22435820895522388,2,1,3715,41.875,0,0,0,0,0,0,0,0,1,0,1,0,1
0,64,1,0,33.755039,-116.741796,1,1,1,23,0,0,0,1,0,1,1,0.0,0.0,0.4309833946504922,3,1,5032,100.57000000000001,0,0,0,0,0,0,0,0,1,0,1,0,0
1,55,0,0,33.581045,-117.14719,0,1,1,8,0,0,1,1,1,1,0,0.0,0.0,0.34443785621800843,1,1,3492,688.6583333333333,0,0,0,0,0,0,0,0,1,0,1,0,1
0,47,0,0,33.707483,-117.200006,0,1,1,23,0,0,0,0,0,1,0,0.0,0.0,0.36109973842829524,1,1,2115,439.65,0,0,0,0,0,0,1,0,0,0,1,0,0
1,22,1,0,33.69887,-117.25071,2,1,1,52,0,0,1,0,1,0,1,0.0,0.005747126436781609,0.22559195402298848,3,1,2568,870.0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,51,0,0,33.643095,-117.810896,0,1,1,30,0,0,0,0,0,1,1,0.0,0.0,0.35905882352941176,3,1,5679,21.25,0,0,0,0,0,0,0,1,0,0,1,0,1
1,33,0,0,33.644849,-117.684254,0,1,1,11,0,0,0,0,1,1,1,0.0,0.0,0.07097470327298885,3,1,2966,208.525,0,0,0,0,0,0,1,0,0,0,1,0,0
1,52,0,0,33.666301,-117.969501,0,0,0,17,1,0,0,1,1,1,1,0.0,0.0,0.0,3,1,4856,149.25,0,0,1,0,0,0,1,0,0,1,0,0,0
1,29,1,0,33.679659,-118.016195,5,1,0,19,0,1,0,0,1,1,1,0.0,0.0,0.48063380281690143,1,1,3364,816.5,0,0,1,0,0,1,0,0,0,0,1,0,0
1,31,0,0,33.601309,-117.902304,0,1,1,21,0,1,0,0,0,1,1,0.0,0.0,0.01836565683801013,1,1,5974,519.23,0,0,0,0,0,1,0,0,0,0,1,0,0
0,44,0,0,33.748478,-117.858918,0,1,1,17,0,0,1,0,1,1,1,0.0,0.0,0.10407926068715273,3,1,2744,705.52,0,0,0,0,0,1,0,0,0,0,1,0,1
1,50,1,0,33.714829,-117.872941,2,1,1,7,0,1,0,0,1,0,0,0.0,0.017811183642208944,0.2608269732565078,2,1,5170,1403.6125,1,0,1,0,0,0,0,0,1,0,1,0,1
0,48,1,0,33.830209,-117.906099,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0008991650610146,1,1,3535,233.55,0,0,1,0,0,0,1,0,0,0,0,1,0
0,28,0,0,33.83796,-117.870494,0,1,0,51,1,0,0,0,0,1,0,0.0,0.0,0.05484727755644091,1,1,3244,18.825,0,0,0,1,0,0,0,0,1,0,1,0,0
0,52,0,0,33.925833,-117.559639,0,1,1,30,1,0,1,1,0,1,1,0.0,0.0,0.6092889667250437,1,1,5670,101.96428571428571,0,0,0,1,0,0,1,0,0,1,0,0,0
1,32,1,0,34.360261,-119.306383,1,0,0,9,0,1,0,0,0,0,1,0.0,0.040168708576019285,0.0,2,1,2573,124.475,0,0,0,0,0,0,0,1,0,1,0,0,0
0,20,1,0,34.279221,-119.221437,1,1,0,69,1,1,1,1,0,1,0,0.0,0.0,0.08619259482693613,1,1,3983,94.72142857142856,0,0,0,1,0,0,0,1,0,0,0,0,0
0,27,0,0,34.110124,-119.100972,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8159883720930233,3,1,4479,137.6,0,0,0,0,0,0,0,1,0,0,0,1,0
0,20,1,0,34.437945,-119.77191,7,1,1,26,0,1,1,0,1,1,1,0.0,0.0,0.3176654999892637,1,1,5720,1164.2749999999999,0,0,0,0,0,0,0,0,1,0,1,0,1
1,26,1,0,36.315979,-119.710852,1,1,1,82,0,0,0,0,0,0,1,0.0,0.116918040453642,0.023617444171635683,3,1,3573,285.09999999999997,0,0,0,0,0,0,1,0,0,0,1,0,1
0,57,1,0,35.916943,-120.129921,3,1,0,20,0,0,0,0,1,1,0,0.0,0.0,0.6408794462449485,2,1,2152,833.1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,38,0,0,35.523991,-118.400432,0,1,0,27,0,0,0,0,1,1,1,0.0,0.0,0.4741485203796762,2,1,4996,29.849999999999998,0,0,0,0,0,0,0,1,0,0,0,0,1
1,57,0,0,36.186867,-120.387793,0,1,0,13,0,0,0,0,0,1,1,0.0,0.0,0.12144420131291027,3,1,2295,15.233333333333334,0,0,0,1,0,0,0,1,0,1,0,0,0
0,30,0,0,35.858054,-119.305858,0,1,0,30,0,0,0,0,0,1,1,0.0,0.0,0.3543859649122807,1,1,2876,74.10000000000001,0,0,0,0,0,0,0,0,1,0,1,0,0
0,23,0,0,36.301689,-119.018233,0,1,0,47,0,0,1,0,0,0,1,0.0,0.13404825737265416,0.2970509383378016,3,1,3860,24.866666666666664,0,0,0,1,0,0,0,1,0,0,1,0,0
1,40,1,0,36.217864,-120.080117,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8434540389972145,3,1,2362,35.9,1,0,0,1,0,0,0,1,0,0,0,1,0
0,48,0,0,35.852892,-118.397782,0,0,0,16,0,0,0,0,0,1,1,0.0,0.0,0.0,2,1,2038,48.025,0,0,0,1,0,0,0,1,0,0,0,0,0
0,52,0,0,36.462671,-118.997291,0,1,0,27,0,0,0,0,0,1,0,0.0,0.0,0.10527040992077161,2,1,2323,48.38333333333333,0,0,0,0,0,0,0,1,0,0,1,0,0
0,47,0,0,36.205465,-119.085807,0,1,0,27,0,0,0,0,0,1,0,0.0,0.0,0.9505365087673383,1,1,2864,63.68333333333334,0,0,0,1,0,0,0,0,1,1,0,0,0
0,23,0,0,33.507255,-117.029473,0,1,1,58,0,0,0,0,0,1,1,0.0,0.0,0.4378414390406396,2,1,4838,18.7625,0,0,0,1,0,0,0,1,0,0,1,0,0
0,19,0,0,35.861928,-118.636698,0,0,0,76,0,0,0,0,0,1,1,0.0,0.0,0.0,1,1,3146,31.125,0,0,0,0,0,0,0,1,0,1,0,0,1
1,48,1,0,35.490705,-119.286833,1,1,0,3,0,0,0,0,0,1,0,0.0,0.0,0.446375,1,1,2046,26.666666666666668,0,0,0,0,0,0,0,1,0,0,0,0,1
0,63,0,0,32.961064,-117.134917,0,1,1,10,0,0,0,0,0,1,1,0.0,0.0,0.2939046915404507,3,1,4965,67.675,0,0,1,0,0,0,0,1,0,0,1,0,0
1,23,1,0,32.961064,-117.134917,1,1,0,51,0,0,1,0,0,1,1,0.0,0.0,0.24157002676181977,1,1,3273,42.0375,0,0,0,0,0,0,0,0,1,0,0,0,0
0,54,0,0,32.961064,-117.134917,0,1,0,12,1,1,0,0,0,1,1,0.0,0.0,0.3325725060163247,2,1,4535,403.07,0,0,0,0,0,1,0,0,0,0,1,0,0
1,27,0,0,32.961064,-117.134917,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.966240409207161,2,1,3556,19.55,0,0,0,1,0,0,0,0,1,0,0,1,0
0,48,1,0,32.961064,-117.134917,1,1,1,30,0,0,0,0,0,1,1,0.0,0.0,0.04343036978756884,3,1,5640,95.325,0,0,0,0,0,0,0,0,1,0,1,0,1
1,26,0,0,32.961064,-117.134917,0,1,0,59,0,0,0,0,0,1,1,0.0,0.0,0.7734275618374559,3,1,2450,47.166666666666664,0,0,0,0,0,0,0,0,1,1,0,0,0
0,29,0,0,32.961064,-117.134917,0,1,1,51,0,0,1,1,0,1,1,0.0,0.0,0.051145444858817266,1,1,5269,656.9499999999999,0,0,0,0,0,0,0,0,1,0,0,0,0
1,51,0,0,32.961064,-117.134917,0,1,1,13,1,0,0,0,1,1,0,0.0,0.0,0.2733627485003223,1,1,3658,201.70999999999998,0,0,0,0,0,0,1,0,0,0,1,0,1
0,37,0,0,35.214982,-118.59049,0,1,0,13,0,1,0,0,0,1,1,0.0,0.0,0.2910086251033831,3,1,3579,317.3875,0,0,0,0,0,0,0,0,1,0,1,0,1
